ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-569-76774-1	こども論語の言葉	心が折れない子が育つ	齋藤孝 著			PHP研究所		2017.10	249p	15cm		PHP文庫 さ33-6				¥640	
978-4-569-78703-9	コビトカバ		長田真作 作・絵			PHP研究所		2017.10	32p	26cm		わたしのえほん				¥1300	
978-4-575-16513-5	ドラゴンズドグマオフィシャルデザインワークスダークアリズンエディション	Dragon's Dogma OFFICIAL DESIGN WORKS DARK ARISEN EDITION	カプコン『ドラゴンズドグマ』シリーズ開発チーム 監修	ウェッジホールディングス 編著		双葉社		2017.10	351p	30cm						¥3500	
978-4-575-75161-1	天才外科医が異世界で闇医者を始めました。 5		柊むぅ 著			双葉社		2017.10	359p	15cm		モンスター文庫 Mひ02-05				¥648	
978-4-582-24734-3	粋な古伊万里	江戸好みのうつわデザイン	「粋な古伊万里」図録編集部 編			平凡社		2017.10	127p	26cm						¥2222	
978-4-582-54460-2	小さな平屋に暮らす。		山田きみえ 編	雨宮秀也 写真		平凡社		2017.10	126p	21cm						¥1800	
978-4-582-92255-4	安藤忠雄	挑戦する建築家	松葉一清 監修			平凡社		2017.10	159p	29cm		別冊太陽	日本のこころ 255			¥2400	
978-4-582-94579-9	新京都遺産100					平凡社		2017.10	143p	29cm		別冊太陽				¥1300	
978-4-583-10958-9	知ってる?水泳		村上二美也 著			ベースボール・マガジン社		2017.10	143p	21cm		クイズでスポーツがうまくなる				¥1500	
978-4-584-20652-2	日本人の名字の大疑問				完全保存版	ベストセラーズ		2017.9	98p	29cm		BESTMOOK SERIES 52				¥824	
978-4-585-21042-9	歴史のなかの根来寺	教学継承と聖俗連環の場	山岸常人 編			勉誠出版		2017.10	238p	22cm						¥3800	
978-4-585-22201-9	石井正敏著作集 1		石井正敏 著			勉誠出版		2017.10	434, 23p	22cm					古代の日本列島と東アジア	¥10000	
978-4-585-22203-3	石井正敏著作集 3		石井正敏 著			勉誠出版		2017.10	415, 21p	22cm					高麗・宋元と日本	¥10000	
978-4-585-29641-6	全訳封神演義 1		二階堂善弘 監訳	山下一夫 訳		勉誠出版		2017.9	549p	19cm						¥3200	
978-4-586-08582-8	ホイッキーとおうち★えいごじゅく 6	みる・きく・うたう・日本語ゼロメソッド 2さいから	橋本れい子 監修	中川ひろたか 本文執筆		保育社		2017.9	41p	23cm					クリスマス	¥2000	
978-4-587-03682-9	レクチャー刑法総論	最新法改正に対応した「刑法総論」講義再現版!!	川端博 著		第3版	法学書院		2017.10	347p	21cm						¥3300	
978-4-588-67520-1	分断するコミュニティ	オーストラリアの移民・先住民族政策	塩原良和 著			法政大学出版局		2017.10	194p	21cm						¥2200	
978-4-591-14272-1	百貨の魔法		村山早紀 著			ポプラ社		2017.10	373p	19cm						¥1600	
978-4-591-15508-0	クマと森のピアノ		デイビッド・リッチフィールド 作	俵万智 訳		ポプラ社		2017.10	33p	31cm		ポプラせかいの絵本 57				¥1400	
978-4-591-15540-0	おとえほん		エルヴェ・テュレ さく	たにかわしゅんたろう やく		ポプラ社		2017.10	63p	23×23cm						¥1300	
978-4-591-15545-5	葛飾北斎		ちさかあや 漫画	すみだ北斎美術館 監修		ポプラ社		2017.10	126p	23cm		コミック版世界の伝記 37				¥950	
978-4-591-15578-3	ゼロから最強の人脈をつかむ後輩力		佐藤大和 著			ポプラ社		2017.10	207p	19cm						¥1400	
978-4-591-15590-5	ちいさなプリンセスソフィア まるごと!ソフィア大ずかん		こざきゆう 文			ポプラ社		2017.10	96p	19cm						¥1000	
978-4-591-15593-6	安寿姫草紙		三田村信行 作	romiy 絵		ポプラ社		2017.10	447p	19cm		ノベルズ・エクスプレス 36				¥1500	
978-4-591-15596-7	まま父ロック		山中恒 作	コザクラモモ 絵		ポプラ社		2017.10	284p	18cm		ポプラポケット文庫 101-1				¥650	
978-4-591-15598-1	プラレールトーマス	ソドーとうでシュッシュッ!大レース				ポプラ社		2017.10	20p	10×10cm		ミニキャラえほん 28	THOMAS&FRIENDS	プラレールトーマスシリーズ 1		¥380	
978-4-591-15599-8	トーマスキャラクターミニずかん	あつまれ!あたらしいなかまたち				ポプラ社		2017.10	18p	10×10cm		ミニキャラえほん 29	THOMAS&FRIENDS			¥380	
978-4-591-15603-2	アフリカローズ	幸せになる奇蹟のバラ	萩生田愛 著			ポプラ社		2017.10	143p	20cm						¥1700	
978-4-591-15604-9	ヒャッハー!ふなっしーとフルーツ王国 パインかいぞくだんとすごいおたから		小栗かずまた 作・絵	ふなっしー 監修		ポプラ社		2017.10	104p	22cm		ヒャッハー!ふなっしーとフルーツ王国 4				¥1000	
978-4-591-15606-3	ミックス。		山本幸久 小説	古沢良太 脚本		ポプラ社		2017.10	285p	16cm		ポプラ文庫 や2-4				¥660	
978-4-591-15607-0	みつばの郵便屋さん 4		小野寺史宜 著			ポプラ社		2017.10	265p	16cm		ポプラ文庫 お12-5			幸せの公園	¥660	
978-4-591-15609-4	ミルク日記	毎日を元気に過ごすためのミルクの本	チーム・ミルクジャパン 著	寄藤文平 アートディレクション		ポプラ社		2017.10	189p	17cm						¥1200	
978-4-591-15635-3	湯島天神坂 お宿如月庵へようこそ		中島久枝 著			ポプラ社		2017.10	293p	16cm		ポプラ文庫 な11-4				¥680	
978-4-591-15636-0	東京23話		山内マリコ 著			ポプラ社		2017.10	270p	16cm		ポプラ文庫 や3-1				¥640	
978-4-592-15097-8	妄想ショウジョ 2		瀬緒ユキノ 著			白泉社		2017.10				HLC Love Jossie presents				¥540	
978-4-592-19552-8	狼陛下の花嫁 17		可歌まと 著			白泉社		2017.10	142p	18cm		花とゆめCOMICS				¥429	
978-4-592-19575-7	学園ベビーシッターズ 15		時計野はり 著			白泉社		2017.10	179p	18cm		花とゆめCOMICS				¥429	
978-4-592-19623-5	彼女と彼の週末		呉由姫 著			白泉社		2017.10				花とゆめCOMICS				¥429	
978-4-592-21114-3	花嫁と祓魔の騎士 4		石原ケイコ 著			白泉社		2017.10	1冊	18cm		花とゆめCOMICS				¥429	
978-4-592-21171-6	アイドルDTI 1		冬夏アキハル 著			白泉社		2017.10				花とゆめCOMICS				¥429	
978-4-592-21213-3	死神憑きの天宮さん 3		アメノ 著			白泉社		2017.10	158p	18cm		花とゆめCOMICS				¥429	
978-4-592-71124-7	Spotted Flower 3		木尾士目 著			白泉社		2017.10	1冊	19cm						¥550	
978-4-594-07838-6	京都、朝あるき		ことり会 著			扶桑社		2017.10	127p	21cm						¥1400	
978-4-594-61200-9	定年後の暮らしとお金の基礎知識 2018		横山光昭 監修			扶桑社		2017.10	95p	28cm		FUSOSHA MOOK				¥600	
978-4-594-61205-4	謀反の通信簿	歴史に残る33の謀反を徹底評価	河合敦 監修			扶桑社		2017.10	111p	26cm		扶桑社MOOK				¥1100	
978-4-594-61207-8	フィギュアスケートLife Vol.11	Figure Skating Magazine				扶桑社		2017.9	143p	30cm		扶桑社MOOK			羽生結弦トロント独占インタビュー/宇野昌磨・田中刑事・宮原知子・三原舞依	¥1800	
978-4-596-91732-4	幾千もの夜をこえて		リンダ・ハワード 著	リンダ・ジョーンズ 著		ハーパーコリンズ・ジャパン		2017.10	397p	15cm		MIRA文庫 LH01-41				¥880	
978-4-596-91733-1	伯爵の想いびと		リンゼイ・サンズ 著	富永佐知子 訳		ハーパーコリンズ・ジャパン		2017.10	493p	15cm		MIRA文庫 LS01-01				¥907	
978-4-596-91734-8	魅惑のメロディ		ジョー・リー 著	佐々木真澄 訳		ハーパーコリンズ・ジャパン		2017.10	301p	15cm		MIRA文庫 JL03-01				¥750	
978-4-596-99350-2	情熱のとき		ヘレン・ビアンチン 著	泉由梨子 訳		ハーパーコリンズ・ジャパン		2017.10	201p	15cm		ハーレクインSP文庫 HQSP-150				¥500	
978-4-596-99351-9	ハロウィーンの夜		ヴァイオレット・ウィンズピア 著	堤祐子 訳		ハーパーコリンズ・ジャパン		2017.10	197p	15cm		ハーレクインSP文庫 HQSP-151				¥500	
978-4-620-32476-0	疾風怒濤!!プロレス取調室 UWF&PRIDE格闘ロマン編		玉袋筋太郎 著	プロレス伝説継承委員会 著		毎日新聞出版		2017.10	350p	19cm						¥1500	
978-4-620-79431-0	病院最前線 2018					毎日新聞出版		2017.10	416p	30cm		毎日ムック			全国19434病院・医師データ掲載	¥880	
978-4-623-08100-4	介護現場における「ケア」とは何か	介護職員と利用者の相互作用による「成長」	種橋征子 著			ミネルヴァ書房		2017.10	341p	22cm		MINERVA社会福祉叢書 56				¥6000	
978-4-627-08181-9	数学はなぜ哲学の問題になるのか		イアン・ハッキング 著	金子洋之 共訳		森北出版		2017.10	367p	22cm						¥4500	
978-4-627-92221-1	意思決定の数理	最適な案を選択するための理論と手法	西崎一郎 著			森北出版		2017.10	200p	22cm						¥3600	
978-4-635-49033-7	生活習慣を変えなくても、深い眠りは手に入る	1日1分!足裏快眠ケア	今枝昌子 著			山と溪谷社		2017.10	159p	19cm						¥1200	
978-4-636-94906-3	文字と楽譜が大きいエレキベース入門					ヤマハミュージックエンタテインメントホールディングス		2017.10	111p	31cm	録音ディスク(1枚 12cm)					¥1600	
978-4-641-13735-6	解説民法<債権法>改正のポイント		大村敦志 編	道垣内弘人 編		有斐閣		2017.10	540p	19cm						¥3200	
978-4-641-13783-7	商法判例集		山下友信 編	神田秀樹 編	第7版	有斐閣		2017.10	565p	22cm						¥3200	
978-4-641-15045-4	国際法	INTERNATIONAL LAW	玉田大 著	水島朋則 著		有斐閣		2017.9	206p	22cm		有斐閣ストゥディア				¥1800	
978-4-641-22094-2	租税法		岡村忠生 著	酒井貴子 著		有斐閣		2017.10	313p	19cm		有斐閣アルマ	Specialized			¥2100	
978-4-641-22730-9	機関争訟の「法律上の争訟」性		西上治 著			有斐閣		2017.9	443p	22cm						¥8300	
978-4-642-01734-3	天皇の美術史 4		野口剛 著	五十嵐公一 著		吉川弘文館		2017.10	242p	22cm					雅の近世、花開く宮廷絵画	¥3500	
978-4-642-03868-3	明治期の地方制度と名望家		飯塚一幸 著			吉川弘文館		2017.10	308, 8p	22cm						¥9500	
978-4-642-09242-5	戦国史研究 第74号		戦国史研究会 編集			戦国史研究会	吉川弘文館	2017.8	52p	21cm						¥649	
978-4-654-07657-4	「長篠・設楽原の戦い」鉄炮玉の謎を解く		小林芳春 編著	小和田哲男 監修		黎明書房		2017.10	214p	21cm						¥2000	
978-4-7503-4570-3	子どもの貧困対策と教育支援	より良い政策・連携・協働のために	末冨芳 編著			明石書店		2017.9	379p	21cm						¥2600	
978-4-7511-1300-4	人気店のコーヒー焙煎	Essential Books for Coffee Roasting	旭屋出版編集部 編著			旭屋出版		2017.10	209p	26cm						¥3600	
978-4-7529-8028-5	医道の日本 VOL.76NO.10(2017年10月)	東洋医学・鍼灸マッサージの専門誌				医道の日本社		2017.10	193p	26cm					認知症の予防とケア	¥908	
978-4-7532-2848-5	高齢者の肺炎	治療・リハビリテーション・予防	松本慶蔵 総監修	佐々木英忠 監修	改訂版	医薬ジャーナル社		2017.10	305p	26cm						¥7000	
978-4-7539-3391-4	再受験で国公立大学医学部に合格する究極の勉強法		長谷川仁 著			エール出版社		2017.10	166p	19cm		YELL books				¥1500	
978-4-7539-3401-0	なぜか私の成績が上がらない!?と思った時にそっと開く本	千葉の凄腕学習塾講師が贈る100の学習アドバイス	千葉学習塾協同組合 編			エール出版社		2017.10	266p	21cm						¥1500	
978-4-7553-0402-6	遙かなる旅路	キーツ・エッセイ・漢詩	高橋雄四郎 著			音羽書房鶴見書店		2017.9	195p 図版16p	20cm						¥1800	
978-4-7560-9241-0	興國高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 109				¥2300	
978-4-7560-9248-9	大阪夕陽丘学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 116				¥2600	
978-4-7560-9253-3	育英高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 121				¥2300	
978-4-7560-9286-1	大商学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 158				¥2600	
978-4-7560-9289-2	星翔高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 161				¥2300	
978-4-7560-9312-7	相愛高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 187				¥2400	
978-4-7560-9329-5	神戸野田高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 205				¥2600	
978-4-7560-9332-5	三田松聖高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 208				¥2600	
978-4-7560-9336-3	早稲田大学系属早稲田摂陵高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 212				¥2600	
978-4-7560-9342-4	奈良文化高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 218				¥2300	
978-4-7560-9344-8	奈良女子高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 220				¥2400	
978-4-7560-9348-6	追手門学院高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 225				¥2600	
978-4-7560-9350-9	智辯学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 227				¥2400	
978-4-7560-9359-2	箕面自由学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 237				¥2600	
978-4-7560-9366-0	育英西高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 244				¥2600	
978-4-7560-9368-4	大阪青凌高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 246				¥2600	
978-4-7560-9379-0	関西中央高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 257				¥2600	
978-4-7560-9384-4	大阪成蹊女子高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 262				¥2400	
978-4-7576-0802-3	島津忠夫著作集 別巻4		島津忠夫 著			和泉書院		2017.9	264p	21cm					老のくりごと	¥2500	
978-4-7580-7744-6	君は夏のなか		古矢渚 著			一迅社	講談社	2017.10				gateau comics				¥680	
978-4-7581-1064-8	胆膵内視鏡の診断・治療の基本手技	Web動画	糸井隆夫 編		第3版	羊土社		2017.10	309p	26cm						¥9200	
978-4-7581-1815-6	教えて!ICU Part3	集中治療に強くなる	早川桂 著			羊土社		2017.10	227p	21cm						¥3900	
978-4-7581-1816-3	キャラ勉!抗菌薬データ		黒山政一 著	小原美江 著		羊土社		2017.10	204p	19cm						¥2400	
978-4-7581-2325-9	Gノート Vol.4No.7(2017)	患者を診る地域を診るまるごと診る	長哲太郎 編	石井大介 編		羊土社		2017.10	p1221〜1368	26cm					困難事例を乗り越える!	¥2500	
978-4-7583-1528-9	消化器外科手術 起死回生の一手		杉山政則 編集	正木忠彦 編集		メジカルビュー社		2017.10	331p	26cm						¥8500	
978-4-7583-1630-9	どう診てどう治す?円錐角膜		島崎潤 編集	前田直之 編集		メジカルビュー社		2017.10	191p	26cm						¥9000	
978-4-7583-1716-0	循環器治療学		的場聖明 監修	白山武司 編集		メジカルビュー社		2017.10	355p	26cm		人体のメカニズムから学ぶ臨床工学				¥5800	
978-4-7583-1902-7	内部障害リハのための胸部・腹部画像読影のすすめ		鈴木啓介 著	櫻田隆悟 著		メジカルビュー社		2017.9	309p	26cm						¥4200	
978-4-7583-1906-5	診療放射線技師国家試験重要問題集	出題傾向徹底分析!	熊谷孝三 編集			メジカルビュー社		2017.10	301p	26cm						¥4800	
978-4-7584-1309-1	トップリーグ	TOP LEAGUE	相場英雄 著			角川春樹事務所		2017.10	362p	20cm						¥1600	
978-4-7584-1311-4	乱世をゆけ	織田の徒花、滝川一益	佐々木功 著			角川春樹事務所		2017.10	323p	19cm						¥1400	
978-4-7592-6777-8	サプライチェーンにおける人権への挑戦		反差別国際運動 編集			反差別国際運動	解放出版社	2017.9	80p	21cm		IMADRブックレット 17				¥1000	
978-4-7593-1545-5	高卒外交官が実践!人生を変える努力		藤田順三 著			海竜社		2017.10	175p	19cm						¥1500	
978-4-7593-1560-8	がまんをやめる勇気		平木典子 著			海竜社		2017.10	188p	18cm						¥1200	
978-4-7593-1565-3	50代から実る人、枯れる人		松尾一也 著			海竜社		2017.10	182p	18cm						¥1100	
978-4-7593-1569-1	今、目の前のことに心を込めなさい		鈴木秀子 著			海竜社		2017.10	173p	18cm						¥1000	
978-4-7598-1948-9	化学系のための安全工学	実験におけるリスク回避のために	西山豊 編著	柳日馨 編著		化学同人		2017.10	204p	21cm						¥2000	
978-4-7609-0258-3	遊びで弾こう!3分で旅する世界一周ピアノソロ		徳永洋明 編曲			カワイ出版		2017.10	7p	31cm						¥700	
978-4-7609-0259-0	遊びで弾こう!3分で旅する世界一周ピアノ連弾		徳永洋明 編曲			カワイ出版		2017.10	15p	31cm						¥900	
978-4-7609-2373-1	愛する人へ	混声合唱曲	信長貴富 作曲	門倉詇 作詩		カワイ出版		2017.10	18p	30cm		混声合唱ピース				¥800	
978-4-7609-2374-8	先駆者の詩	混声合唱曲	信長貴富 作曲	山村暮鳥 作詩		カワイ出版		2017.10	9p	30cm		混声合唱ピース				¥600	
978-4-7617-0707-1	労働組合たんけん隊		長久啓太 著			学習の友社		2017.10	95p	21cm						¥1000	
978-4-7619-2363-1	問い続ける教師	教育の哲学×教師の哲学	多賀一郎 著	苫野一徳 著		学事出版		2017.10	207p	19cm						¥1600	
978-4-7620-2741-3	新ヨーロッパ経済史 1		中川洋一郎 著			学文社		2017.9	243p	22cm					牧夫・イヌ・ヒツジ	¥2800	
978-4-7625-0188-3	心にのこるオリンピック・パラリンピックの読みもの 別巻		大野益弘 監修			学校図書		2017.9	199p	21cm					リオから東京へ、つながる夢	¥1200	
978-4-7631-3630-5	Hygge	北欧生まれの「世界一幸せなライフスタイル」実践法	ピア・エドバーグ 著	永峯涼 訳		サンマーク出版		2017.10	163p	19cm						¥1300	
978-4-7631-3636-7	カリスマヘッドハンターが教えるのぼりつめる男課長どまりの男		森本千賀子 著			サンマーク出版		2017.10	236p	19cm						¥1300	
978-4-7631-3643-5	半径66センチのしあわせ		堀川波 著			サンマーク出版		2017.10	127p	15×15cm						¥1200	
978-4-7642-2925-9	キリスト教教父著作集 第3巻3		エイレナイオス 著	大貫隆 訳		教文館		2017.9	176, 3p	22cm					エイレナイオス 5	¥4600	
978-4-7650-2084-8	新・生命保険セールスのアプローチ	人生100年時代の新しい生き方を提案する しっかりとしたセールススキルを身につけ、プロセールスとして生き残るには…。	福地恵士 著			近代セールス社		2017.10	110p	21cm						¥1200	
978-4-7661-3021-8	不思議の国のアリス コンプリート・イラストレーションズ	テニエルのカラー挿絵全集	ルイス・キャロル 原作	ジョン・テニエル 絵		グラフィック社		2017.10	228p	27cm						¥2800	
978-4-7661-3024-9	カカオカー・レーシング	IMAI MASAYO ARTWORKS	今井昌代 著	ヒグチユウコ 背景画		グラフィック社		2017.10	1冊(ページ付なし)	23cm						¥1500	
978-4-7661-3042-3	Peyote Stitchで遊ぶMy Beads Accessories	まる・三角・四角・立体に変化する形	草壁美里 著			グラフィック社		2017.10	111p	26cm						¥1600	
978-4-7661-3052-2	ヴィンテージパターンブック	MOORITらしく編んでみたら	MOORIT 著			グラフィック社		2017.10	95p	26cm		KNIT MANIAX 09				¥1500	
978-4-7661-3055-3	ニッポンのおみくじ	日本全国232種のおみくじを引く	鏑木麻矢 著			グラフィック社		2017.10	159p	21cm						¥1600	
978-4-7661-3084-3	透明水彩 3	WATERCOLOR WORKS	永山裕子 著			グラフィック社		2017.10	143p	26cm					水を食む	¥2800	
978-4-7661-3091-1	ヒグチユウコ型抜きPOSTCARD BOOK「A to Z」		ヒグチユウコ 著			グラフィック社		2017.10	26枚	16×19cm						¥2300	
978-4-7661-3095-9	トラネコボンボンの空想居酒屋	ぶらりと飲みに行った気分で、お酒が美味しい!ワクワクおつまみ。	中西なちお 著			グラフィック社		2017.10	127p	25cm						¥1500	
978-4-7661-3104-8	ブライスカスタムテクニック	Blythe Customize Technique				グラフィック社		2017.10	127p	26cm		CWC BOOKS				¥2200	
978-4-7664-2468-3	会計と社会	公共会計学論考	黒川行治 著			慶應義塾大学商学会	慶應義塾大学出版会	2017.10	721p	22cm		慶應義塾大学商学会商学研究叢書 21				¥4700	
978-4-7664-2478-2	交通サービスの革新と都市生活	行動の意思決定を有効に支援する技術	西山敏樹 著			慶應義塾大学出版会		2017.10	121p	21cm						¥2700	
978-4-7667-3251-1	孤高の日章旗 3		遙士伸 著			経済界		2017.10	202p	18cm		RYU NOVELS			欧州遠征!	¥1000	
978-4-7676-0102-1	まんががんばれ!JV現場監督		柴田昌二 著	フジヤマヒロノブ 作画		建設物価調査会		2017.9	153p	26cm						¥2000	
978-4-7678-2387-4	やさしく学ぶJw_cad8		Obra Club 著			エクスナレッジ		2017.10	287p	26cm	CD-ROM(1枚 12cm)					¥3200	
978-4-7683-0872-1	PICTURING PRINCE	プリンスの素顔 専属フォトグラファーによる、未発表作品を含むポートレート集	スティーヴ・パーク 撮影&著	吉田周市 訳		玄光社		2017.9	238p	26cm						¥3000	
978-4-7683-0892-9	シド・ミード ムービーアート		シド・ミード 著	クレイグ・ホジェッツ 著		玄光社		2017.10	256p	30cm						¥4100	
978-4-7683-0894-3	サイバーリンクPowerDirector 16実践講座	公認テクニカルガイドブック				玄光社		2017.11	178p	23cm		玄光社MOOK	速読・速解シリーズ 15			¥2300	
978-4-7683-0895-0	オールドレンズ・ライフ 2017-2018	オールドレンズ・ファン必読マガジン	澤村徹 責任編集			玄光社		2017.11	144p	29cm		玄光社MOOK			本物のレンズ沼へようこそ	¥2000	
978-4-7683-0896-7	ファッションイラストレーション・ファイル 2017	FASHION illustration FILE	イラストレーション編集部 編			玄光社		2017.11	235p	26cm		玄光社MOOK				¥2000	
978-4-7684-7145-6	津山藩	森蘭丸の末弟森忠政が立藩。四代で改易。御家門筆頭越前松平家が入部。洋学振興に努めた。	岩下哲典 著			現代書館		2017.10	206p	21cm		シリーズ藩物語				¥1600	
978-4-7699-1611-6	貝毒	新たな貝毒リスク管理措置ガイドラインとその導入に向けた研究	鈴木敏之 編	神山孝史 編		恒星社厚生閣		2017.9	163p	21cm		水産学シリーズ 187				¥3600	
978-4-7699-1614-7	新・英和和英水産学用語辞典	DICTIONARY OF FISHERIES TECHNOLOGY	日本水産学会 編			恒星社厚生閣		2017.9	592p	19cm						¥7000	
978-4-7703-2725-3	2級管工事施工管理技士実地試験対策		種子永修一 著		全訂版	弘文社		2017.10	180, 16p	22cm		国家・資格シリーズ 155				¥1800	
978-4-7722-3186-2	QGISの基本と防災活用		橋本雄一 編		2訂版	古今書院		2017.10	183p	26cm						¥3000	
978-4-7722-5300-0	日本をまなぶ 西日本編		上野和彦 編	本木弘悌 編		古今書院		2017.10	120p	26cm		東京学芸大学地理学会シリーズ 2第1巻				¥2800	
978-4-7722-5301-7	日本をまなぶ 東日本編		上野和彦 編	本木弘悌 編		古今書院		2017.10	120p	26cm		東京学芸大学地理学会シリーズ 2第2巻				¥2800	
978-4-7724-1579-8	青少年のための自尊心ワークブック	自信を高めて自分の目標を達成する	リサ・M.シャープ 著	高橋祥友 訳		金剛出版		2017.9	238p	26cm						¥2800	
978-4-7724-1582-8	地域におけるひきこもり支援ガイドブック	長期高年齢化による生活困窮を防ぐ	境泉洋 編著			金剛出版		2017.10	225p	21cm						¥3200	
978-4-7724-1590-3	精神療法 Vol.43No.5(2017)					金剛出版		2017.10	155p	26cm					特集日常臨床に生かすグループ	¥2000	
978-4-7726-1318-7	どこに行ってしまったの!?アジアのゾウたち	あなたたちが森から姿を消してしまう前に	新村洋子 著			合同出版		2017.9	142p	21cm						¥1500	
978-4-7726-6097-6	かつて10・8羽田闘争があった 寄稿篇	山崎博昭追悼50周年記念	10・8山崎博昭プロジェクト 編			合同フォレスト	合同出版	2017.10	616p	19cm						¥3900	
978-4-7730-5898-7	工具読本 vol.6					笠倉出版社		2017.11	97p	30cm		SAKURA MOOK 92				¥800	
978-4-7730-5899-4	AI 今知っておくべきこと		楠山拓己 執筆	神崎洋治 監修		笠倉出版社		2017.11	95p	26cm		SAKURA MOOK 93	なるほどわかるシリーズ			¥590	
978-4-7730-5900-7	ひとりでも行ける世界の絶景	夢見たあの景色へ、旅立ってみませんか?				笠倉出版社		2017.11	81p	30cm		SAKURA MOOK 94				¥690	
978-4-7730-5910-6	目と脳を鍛えるまちがいさがし vol.3					笠倉出版社		2017.11	146p	30cm		SAKURA MOOK 05				¥657	
978-4-7730-8860-1	豪華客船の夜に抱かれて		日向唯稀 著			笠倉出版社		2017.10	239p	19cm		CROSS NOVELS				¥890	
978-4-7730-8861-8	雪豹王の許嫁		華藤えれな 著			笠倉出版社		2017.10	243p	19cm		CROSS NOVELS				¥890	
978-4-7732-4292-8	ニーアオートマタ<NieR:Automata>オフィシャル・スコア・ブック	NieR:Automata Official Score Book	岡部啓一 監修	MONACA 監修		ケイ・エム・ピー		2017.10	142p	31cm		ピアノ曲集				¥2200	
978-4-7732-4299-7	ピアノで弾きたい80年代ヒット鉄板名曲集					ケイ・エム・ピー		2017.10	143p	31cm		ピアノ・ソロ				¥1800	
978-4-7732-4300-0	ハ調でピアノ クラシック編	音名・要所指番号付きで弾きやすい!				ケイ・エム・ピー		2017.10	110p	31cm		ピアノ・ソロ				¥1600	
978-4-7732-4301-7	スーパーやさしく弾けちゃうピアノ!! 2017-2総集編	やさしいアレンジとドレミふりがな付きで				ケイ・エム・ピー		2017.10	255p	31cm					最初に弾きたい定番ソング	¥2500	
978-4-7732-4304-8	超最高!おもしろソング大集合!	ギター・ソロ&ギター弾き語り				ケイ・エム・ピー		2017.10	175p	31cm						¥2000	
978-4-7732-4305-5	フリッパーズ・ギターベスト・セレクション					ケイ・エム・ピー		2017.10	255p	26cm		BAND SCORE				¥3500	
978-4-7732-4307-9	やさしく楽しく吹けるソプラノ・リコーダーの本 リコーダーで吹きたいクラシック編					ケイ・エム・ピー		2017.10	95p	31cm						¥1600	
978-4-7732-4308-6	みんなが知ってる定番の歌大好きな歌	混声三部合唱/ピアノ伴奏			2訂版	ケイ・エム・ピー		2017.10	175p	30cm						¥1900	
978-4-7733-8045-3	溝口健二・全作品解説 13		佐相勉 著			近代文藝社		2017.10	362p	20cm					『マリヤのお雪』・『虞美人草』	¥2700	
978-4-7740-0721-2	烏賊墨の一筋垂れて冬の弥撒	万葉神父の日々是好日	前田万葉 著			かまくら春秋社		2017.9	251p	20cm						¥1800	
978-4-7740-0730-4	雨あがりの朝に	詩集	飯村雅子 著			かまくら春秋社出版事業部		2017.9	117p	20cm						¥1500	
978-4-7740-0733-5	詩とファンタジー No.36	投稿詩とイラストレーション				かまくら春秋社		2017.10	96p	30cm					創刊10周年 特集・猫とポエジー	¥1000	
978-4-7740-0734-2	日本の行方平和への道は	世界はどうなる?	宮川東一 著			かまくら春秋社出版事業部		2017.9	117p	18cm						¥1000	
978-4-7740-0735-9	かまくら春秋 No.570	鎌倉・湘南				かまくら春秋社		2017.10	92p	19cm						¥296	
978-4-7741-9134-8	かんたん年賀状素材集 2018年版					技術評論社		2017.10	280p	28cm	DVD-ROM(1枚 12cm)					¥926	
