ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-8113-2396-1	ふり向いてはいけない学校の怖い話		平川陽一 編			汐文社		2017.9	151p	19cm		トイレの花子さんリターンズ 4				¥1300	
978-4-8130-1314-3	紫の祝祭		岩本薫 著			大洋図書		2017.10	273p	18cm		SHY NOVELS 346	プリンス・オブ・シウヴァ			¥1000	
978-4-8130-7972-9	実話裏歴史SPECIALSPECIAL vol.16					大洋図書		2017.11	162p	26cm		million mook 72				¥565	
978-4-8141-0369-0	享栄高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F18				¥2200	
978-4-8141-0372-0	愛知産業大学工業高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F21				¥2200	
978-4-8141-0374-4	名古屋大谷高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F23				¥2200	
978-4-8141-0375-1	名古屋女子大学高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F24				¥2200	
978-4-8141-0376-8	愛知みずほ大学瑞穂高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F25				¥2200	
978-4-8141-0379-9	大成高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F28				¥2200	
978-4-8141-0380-5	栄徳高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F29				¥2200	
978-4-8141-0381-2	大同大学大同高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F30				¥2200	
978-4-8141-0382-9	暁高等学校<3年制> 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F31				¥2200	
978-4-8141-0383-6	高田高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F32				¥2100	
978-4-8141-0384-3	三重高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F33				¥2200	
978-4-8141-0385-0	鈴鹿高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F34				¥2200	
978-4-8141-0386-7	学法津田学園高等学校 30年度用					東京学参		2017.9	1冊	26cm		高校別入試問題集シリーズ F35				¥2200	
978-4-8142-0081-8	休息のレシピ	タメイキは最高のゼイタク♥HAPPYな毎日を送るための呼吸法	松本くら 著			BABジャパン		2017.10	187p	19cm						¥1300	
978-4-8167-0946-3	HAWKS 2017優勝記念号オレたちが最強だ!		西日本新聞社 編			西日本新聞社		2017.9	113p	29cm						¥926	
978-4-8171-9626-2	ファイナンスの理論と応用 3		石島博 著			日科技連出版社		2017.9	168p	21cm					資産価格モデルの展開	¥2700	
978-4-8171-9628-6	品質リスクの見える化による未然防止の進め方	FMP分析を活用した品質クレーム・ヒューマンエラー・設備事故の未然防止	今里健一郎 著			日科技連出版社		2017.9	136p	21cm						¥2000	
978-4-8178-4420-0	事例でわかる戦前・戦後の新旧民法が交差する相続に関する法律と実務	家督相続人不選定・家附の継子の相続登記、家督相続、遺産相続、絶家、隠居	末光祐一 著			日本加除出版		2017.9	294, 20p	21cm						¥3200	
978-4-8178-4426-2	戸籍のためのQ&A「婚姻届」のすべて	届書の記載の仕方及びその解説	荒木文明 著		改訂	日本加除出版		2017.9	321p	21cm						¥3400	
978-4-8178-4427-9	法人後見のてびき	成年後見制度のソリューション 利用促進の原動力「地域連携ネットワーク・中核機関」の構築運営に向けて	齋藤修一 監修	全国地域生活支援機構 著		日本加除出版		2017.9	195p	26cm						¥2700	
978-4-8180-2011-5	コミュニティケア Vol.19/No.11(2017-10)	地域ケア・在宅ケアに携わる人のための				日本看護協会出版会		2017.10	80p	28cm					特集HIV感染者・エイズ患者への看護 平成29年度予防指針の改正ポイント/高齢者ケアにおける労働災害の防止	¥1400	
978-4-8191-1319-9	下剋上算数攻略本 難関校受験編stage1	中学受験テキスト	桜井信一 解説	馬渕教室 問題		産経新聞出版	日本工業新聞社	2017.10	182p	26cm					第1回〜25回	¥1600	
978-4-8191-1320-5	下剋上算数攻略本 難関校受験編stage2	中学受験テキスト	桜井信一 解説	馬渕教室 問題		産経新聞出版	日本工業新聞社	2017.10	173p	26cm					第26回〜50回	¥1600	
978-4-8191-1324-3	ひふみんの将棋入門		加藤一二三 著		新装版	産経新聞出版	日本工業新聞社	2017.9	205p	19cm						¥1200	
978-4-8191-5156-6	終活読本ソナエ vol.18(2017年秋号)					産経新聞出版	日本工業新聞社	2017.10	112p	30cm		NIKKO MOOK			相続の切り札生命保険 老親を近所に呼びたい	¥840	
978-4-8201-2071-1	True Northリーダーたちの羅針盤	「自分らしさをつらぬき」成果を上げる	ビル・ジョージ 著	小川孔輔 監訳		生産性出版		2017.9	501p	21cm						¥3600	
978-4-8204-1710-1	「日本目録規則<NCR>2018年版」<仮称>全体条文案概要		日本図書館協会目録委員会 編			日本図書館協会		2017.9	132p	30cm						¥1200	
978-4-8207-1975-5	マンガでやさしくわかる5S		高原昭男 著	星井博文 シナリオ制作		日本能率協会マネジメントセンター		2017.9	227p	19cm						¥1600	
978-4-8207-2618-0	QCストーリーとQC七つ道具	失敗しない改善の手順と手法	内田治 著	吉富公彦 著		日本能率協会マネジメントセンター		2017.9	188p	21cm						¥1800	
978-4-8207-5998-0	超図解ブロックチェーン入門	新しいビジネスモデルがここから生まれる! 暮らしやビジネスはどう変わる?	桜井駿 著			日本能率協会マネジメントセンター		2017.9	173p	21cm						¥1500	
978-4-8207-5999-7	個人情報保護士認定試験公式テキスト	2017年の改正法に完全対応!	中村博 監修	柴原健次 著	改訂6版	日本能率協会マネジメントセンター		2017.9	413p	21cm						¥2500	
978-4-8211-3470-0	猛獣たちとお姫様		文月マロ 作画	オトメイト 原作・監修		ぶんか社		2017.10				BUNKASHA COMICS				¥630	
978-4-8211-3515-8	若旦那さまと恋の僕		はるこ 著			ぶんか社		2017.10				BUNKASHA COMICS	S*girl Selection			¥662	
978-4-8211-3523-3	俺様上司が眼鏡を外したら	0.1秒後の溺愛キス	花本アリ 著			ぶんか社		2017.10				BUNKASHA COMICS	S*girl Selection			¥648	
978-4-8211-4463-1	めぐる。	一徹写真集	青山裕企 撮影			ぶんか社		2017.10	142p	26cm						¥2500	
978-4-8222-5328-8	MOS対策テキストAccess 2016	Microsoft Office Specialist	阿部香織 著			日経BP社	日経BPマーケティング	2017.10	289p	28cm						¥2500	
978-4-8222-5932-7	SDGsとESG時代の生物多様性・自然資本経営		藤田香 著	日経エコロジー 編集		日経BP社	日経BPマーケティング	2017.10	254p	21cm						¥2200	
978-4-8222-5969-3	雨漏りトラブル完全解決	住宅トラブルの85%は雨漏り	日経ホームビルダー 編			日経BP社	日経BPマーケティング	2017.10	152p	28cm						¥3400	
978-4-8222-5985-3	迷いの先に	仕事と人生の羅針盤	中鉢良治 著			日経BP社	日経BPマーケティング	2017.10	286p	19cm						¥1500	
978-4-8222-5989-1	親も自分もこれ一冊で一生お金に困らない!					日経BP社	日経BPマーケティング	2017.11	104p	28cm		日経ホームマガジン				¥787	
978-4-8223-3967-8	家計調査年報 平成28年	貯蓄・負債編	総務省統計局 編集			日本統計協会		2017.9	336p	30cm	CD-ROM(1枚 12cm)					¥4800	
978-4-8271-1295-5	知的財産権法文集 平成29年5月30日施行版		発明推進協会 編集			発明推進協会		2017.9	1169p	16cm						¥2223	
978-4-8283-0676-6	合格最短テキスト証券分析とポートフォリオ・マネジメント 2018	解説&例題	佐野三郎 著	zip証券アナリスト受験対策室 編		ビジネス教育出版社		2017.10	244p	21cm		証券アナリスト第1次レベル				¥2800	
978-4-8283-0677-3	合格最短テキスト財務分析 2018	解説&例題	佐野三郎 著	zip証券アナリスト受験対策室 編		ビジネス教育出版社		2017.10	157p	21cm		証券アナリスト第1次レベル				¥2500	
978-4-8283-0678-0	合格最短テキスト経済 2018	解説&例題	佐野三郎 著	zip証券アナリスト受験対策室 編		ビジネス教育出版社		2017.10	193p	21cm		証券アナリスト第1次レベル				¥2500	
978-4-8290-7107-6	中学入試算数難関中合格シリーズ学校別対策 7		中学受験グノーブル算数科 執筆			富士教育出版社		2017	127p	26cm					慶應義塾中等部合格への249題	¥2800	
978-4-8296-8597-6	FILES		里つばめ 著			プランタン出版	フランス書院	2017.10	1冊	19cm		Canna Comics				¥690	
978-4-8296-8598-3	赤くて甘い		芽玖いろは 著			プランタン出版	フランス書院	2017.10	1冊	19cm		Canna Comics				¥680	
978-4-8298-1080-4	ここまできた部落問題の解決	「部落差別解消推進法」は何が問題か	部落問題研究所 編			部落問題研究所		2017.9	162p	21cm						¥1400	
978-4-8306-1940-3	心不全緩和ケアの基礎知識35	心不全患者とその家族のために知っておきたい緩和ケアの考え方	心不全緩和ケア研究会 編集	佐藤幸人 監修		文光堂		2017.9	89p	24cm						¥2500	
978-4-8306-2100-0	肝疾患診療に役立つ肝線維化評価テキスト	肝生検から非侵襲的な検査の時代へ	泉並木 編集	黒崎雅之 編集		文光堂		2017.9	127p	26cm						¥4500	
978-4-8322-3570-0	流れ飯		藤栄道彦 著			芳文社		2017.10				芳文社コミックス				¥619	
978-4-8322-3571-7	我こそ玉子王子		高原けんじ 著			芳文社		2017.10				芳文社コミックス				¥619	
978-4-8322-4873-1	桜Trick 8		タチ			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4874-8	ビビッド・モンスターズ・クロニクル 4	vivid monsters chronicle	キキ 著			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4875-5	まちカドまぞく 3		伊藤いづも 著			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4876-2	担当編集ボツ子さん 2		ひみつ 著			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4877-9	ぱぺっとコール! 2		へちま 著			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4878-6	みゅ〜こん! 2		永山ゆうのん 著			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4879-3	ラストピア 2		そと 著			芳文社		2017.10				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-4880-9	リトル・リトル・アリス 2		神無月羽兎 著			芳文社		2017.9				MANGA TIME KR COMICS	KIRARA MENU			¥819	
978-4-8322-9027-3	トップ2の交際進捗		葛井美鳥 著			芳文社		2017.10				花音コミックス				¥620	
978-4-8322-9028-0	先生は仏頂面してやってくる		来栖ハイジ 著			芳文社		2017.10				花音コミックス				¥640	
978-4-8322-9029-7	痕にも先にも		秋山花緒 著			芳文社		2017.10				花音コミックス				¥620	
978-4-8330-2116-6	不登校を乗り越えるために	親として何ができるか	高賢一 著			北國新聞社出版局		2017.9	183p	19cm						¥1111	
978-4-8331-4131-4	都市と港湾の地理学	Geography of Cities and Ports	林上 著			風媒社		2017.9	336p	22cm						¥2200	
978-4-8334-2230-7	賢いスーツの買い方	一流の男だけが知っている	しぎはらひろ子 著			プレジデント社		2017.10	267p	19cm						¥1300	
978-4-8334-2244-4	活きる力		稲盛和夫 著	鹿児島大学稲盛アカデミー 編		プレジデント社		2017.9	255p	20cm						¥1600	
978-4-8334-2248-2	大前研一 デジタルネイティブ人材の育て方		大前研一 編著			プレジデント社		2017.9	196p	19cm		「BBT×プレジデント」エグゼクティブセミナー選書 Vol.5				¥1600	
978-4-8334-7633-1	dancyu満天★青空レストラン ニッポン野菜食堂					プレジデント社		2017.9	108p	28cm		プレジデントムック				¥1000	
978-4-8342-6286-5	おとぎぞうし〜やんちゃな虎の射止め方		つくだ仁南 漫画	山田ウメ 原作		ホーム社	集英社	2017.9				EYES COMICS Blink				¥750	
978-4-8342-6294-0	K林少年		巳島早生			ホーム社	集英社	2017.9				EYES COMICS	.Bloom			¥690	
978-4-8342-6295-7	神様はたぶん左利き		虫歯			ホーム社	集英社	2017.9				EYES COMICS	.Bloom			¥690	
978-4-8342-8473-7	アカイケモノ 2		中平正彦 著			ホーム社	集英社	2017.9	188p	19cm		画楽コミックス	愛蔵版コミックス			¥690	
978-4-8342-8474-4	たちあがれ!オークさん 3	Rise up!ORCsan	影崎由那 作画	阿羅本景 原作		ホーム社	集英社	2017.9	155p	19cm		画楽コミックス	愛蔵版コミックス			¥720	
978-4-8344-0217-9	タッチの極み	できない理由・できる理由	下澤正幸 著			ルネッサンス・アイ	白順社	2017.8	334p	19cm						¥1300	
978-4-8344-0218-6	お節介おばさんの独り言	夢見るおばさんの奮闘記	野副信子 著			ルネッサンス・アイ	白順社	2017.8	243p	19cm						¥1200	
978-4-8347-4503-0	ハンドメイドのかんたん子ども服 2017-2018秋冬	90〜120cm				ブティック社		2017.10	112p	30cm		レディブティックシリーズ 4503				¥1111	
978-4-8347-4505-4	折って使える!実用折り紙百科	108点の折り紙雑貨を掲載				ブティック社		2017.10	144p	26cm		レディブティックシリーズ 4505				¥1204	
978-4-8347-4506-1	ハンドメイド日和 vol.5	今話題の手芸がいっぱい詰まった1冊!				ブティック社		2017.10	96p	30cm		レディブティックシリーズ 4506			大人かわいいボタニカルモチーフの美術館	¥1000	
978-4-8347-4507-8	手縫いで楽しむきんちゃくとポーチとがまぐち	ちくちく、かわいい布こもの43点				ブティック社		2017.10	80p	26cm		レディブティックシリーズ 4507				¥1000	
978-4-8347-7490-0	いも・くり・かぼちゃのスイーツ	一年中楽しめるスイーツ	信太康代 著		増補改訂版	ブティック社		2017.10	120p	26cm		ブティック・ムック 1390				¥1111	
978-4-8356-3071-7	大阪老舗名店	長きにわたり愛される名店の味				ぴあ株式会社関西支社		2017.10	97p	30cm		ぴあMOOK関西				¥880	
978-4-8356-3074-8	京都寺社案内。	知れば知るほど面白い、目からウロコの寺社ガイド 京都ぴあ				ぴあ株式会社関西支社		2017.10	98p	26cm		ぴあMOOK関西				¥680	
978-4-8356-3304-6	富士富士宮食本ぴあ	お気に入りにしたい美味しいお店160軒!				ぴあ		2017.10	78p	30cm		ぴあMOOK				¥880	
978-4-8356-3309-1	ライザップ式腹凹トレーニング&作りおきおかず					ぴあ		2017.8	82p	30cm		ぴあMOOK				¥1000	
978-4-8356-3314-5	蕎麦の名店案内	首都圏版 蕎麦で至福のひと時を				ぴあ		2017.10	97p	26cm		ぴあMOOK				¥680	
978-4-8356-3722-8	うまい寿司と魚の店	東海版 東海の美味しい寿司&魚の店150店				ぴあ株式会社中部支社		2017.10	96p	26cm		ぴあMOOK中部				¥680	
978-4-8379-2703-7	効率・時間・スピードすごい習慣力	行動科学メソッドで、すべて手に入る!	冨山真由 著			三笠書房		2017.10	205p	19cm						¥1300	
978-4-8379-6835-1	本当は怖い日本史	勝敗と、策略と、欲望と、裏切りと-	堀江宏樹 著			三笠書房		2017.10	253p	15cm		王様文庫 A91-2				¥650	
978-4-8379-6836-8	「賢くお金を使う人」がやっていること	知れば知るほど役に立つ!	大江英樹 著			三笠書房		2017.10	236p	15cm		王様文庫 B194-1				¥650	
978-4-8379-6837-5	面白いくらい当たる!「心理テスト」	もう、何も隠し切れない!	亜門虹彦 著			三笠書房		2017.10	237p	15cm		王様文庫 C50-4				¥650	
978-4-8387-2952-4	わが子のやる気の育て方		ジョビィキッズ 著			マガジンハウス		2017.9	175p	19cm						¥1200	
978-4-8387-2959-3	長友佑都の食事革命	Yuto Nagatomo's Food Revolution	長友佑都 著			マガジンハウス		2017.9	206p	19cm						¥1400	
978-4-8387-2962-3	男と女のLOVE心理学	「恋愛」から「結婚」まで自在にコントロール	神岡真司 著			マガジンハウス		2017.9	219p	19cm						¥1200	
978-4-8387-5237-9	女性ホルモンでキレイになる!		松村圭子 監修			マガジンハウス		2017.11	82p	30cm		MAGAZINE HOUSE MOOK				¥787	
978-4-8397-0172-7	あなたの内の男と女	愛と自由を手に入れる魔法	サガプリヤ・デロング 著	澤西康史 訳		OEJ Books	めるくまーる	2017.9	306p	19cm						¥1800	
978-4-8399-6439-9	ゼロから始める超入門はじめてのプログラミング					マイナビ出版		2017.9	111p	29cm		マイナビムック	Mac Fan Special			¥1580	
978-4-8404-5853-5	ペリネイタルケア vol.36-10(2017October)	PERiNATAL CARE				メディカ出版		2017.10	104p	26cm					特集今さら聞ける周産期の常識これホント!?	¥1800	
978-4-8404-5867-2	ブレインナーシング 第33巻10号(2017-10)	BRAIN NURSING				メディカ出版		2017.10	104p	26cm					教科書では教わらない口腔ケア ベッドサイドの“困った”解決術	¥1800	
978-4-8404-5895-5	ネオネイタルケア Vol.30No.10(2017October)	NEONATAL CARE				メディカ出版		2017.10	96p	26cm					新生児の臨床フィジカルアセスメント	¥1800	
978-4-8404-5909-9	ハートナーシング 第30巻10号(2017-10)	ベストなハートケアをめざす心臓疾患領域の専門看護誌				メディカ出版		2017.10	96p	26cm					特集“やりなおし”心臓カテーテル看護	¥1800	
978-4-8404-5937-2	脳神経外科速報 第27巻10号(2017-10)	PRACTICAL CURRENTLY				メディカ出版		2017.10	p997〜1108	28cm					Feature入門:覚醒下手術-Post‐guideline時代のawake surgery	¥2500	
978-4-8404-5981-5	肝胆膵の治療とケアQ&A	どでかい図解でカンタンスイスイはやわかり	島田光生 監修			メディカ出版		2017.10	239p	26cm						¥4000	
978-4-8404-6011-8	眼科ケア 第19巻10号(2017-10)	眼科領域の医療・看護専門誌				メディカ出版		2017.10	104p	26cm					特集もっともっと知りたい検査&訓練子どもの斜視・弱視のギモン24	¥1800	
978-4-8404-6075-0	Nutrition Care 第10巻10号(2017-10)	患者を支える栄養の「知識」と「技術」を追究する				メディカ出版		2017.10	88p	26cm					栄養管理・栄養指導に“そのまま”使える!血液生化学データの読みとりポイントこれだけ	¥1800	
978-4-8404-6123-8	脳血管外科手術器具&機器	必ず知っておきたい	飯原弘二 監修	菱川朋人 編集		メディカ出版		2017.10	254p	26cm						¥8000	
978-4-8404-6198-6	形成外科の手術看護パーフェクトマニュアル	解剖から主要手術の看護のポイントまで!	楠本健司 編集			メディカ出版		2017.10	223p	26cm						¥4000	
978-4-8404-6201-3	Dr.林&今の外来でも病棟でもバリバリ役立つ!救急・急変対応		林寛之 著	今明秀 著		メディカ出版		2017.10	239p	21cm		メディカのセミナー濃縮ライブシリーズ				¥2800	
978-4-8404-6209-9	「知らなかった」はもう許されない個人情報保護法○と×	法改正で居宅介護支援事業所や訪問看護ステーションも規制対象に!	外岡潤 監修			メディカ出版		2017.10	111p	21cm						¥2200	
978-4-8407-5003-5	東洋医学おさらい帳		根本幸夫 編著	大石雅子 著		じほう		2017.9	263p	21cm						¥2800	
978-4-8407-5004-2	血液製剤の使用にあたって				第5版	じほう		2017.9	194p	26cm						¥1600	
978-4-8407-5006-6	褥瘡治療薬使いこなしガイド	“治らなかった褥瘡”がフルタ・メソッドで治る!	古田勝経 著			じほう		2017.9	114p	21cm						¥3200	
978-4-8407-5007-3	ステロイド療法の極意	その患者・その症例にいちばん適切な使い方がわかる	川合眞一 編集			じほう		2017.9	287p	21cm						¥3600	
978-4-8407-5008-0	PICC末梢挿入式中心静脈カテーテル管理の理論と実際		井上善文 著			じほう		2017.9	93p	26cm						¥3200	
978-4-8407-5010-3	小児薬物療法テキストブック		板橋家頭夫 総監修	石川洋一 監修		じほう		2017.9	265p	26cm						¥3600	
978-4-8407-5014-1	こどもと薬のQ&A	現場の困った!をエキスパートが解決 作り方・使い方・飲ませ方	石川洋一 監修	小児薬物療法研究会 編集		じほう		2017.9	204p	21cm						¥2500	
978-4-8407-5015-8	残薬対策ハンドブック	実際に残薬を減らした16のアプローチ	篠原久仁子 編著	秋下雅弘 監修		じほう		2017.9	115p	21cm						¥2400	
978-4-8433-5222-9	日本人と動物の歴史 1		小宮輝之 著			ゆまに書房		2017.9	57p	27cm					家畜	¥2800	
978-4-8433-5228-1	會舘藝術 第12巻		長木誠司 監修	ヘルマン・ゴチェフスキ 監修	影印	ゆまに書房		2017.9	289p	27cm					1938年(昭和13年)1月〜6月	¥18000	
978-4-8433-5229-8	會舘藝術 第13巻		長木誠司 監修	ヘルマン・ゴチェフスキ 監修	影印	ゆまに書房		2017.9	245p	27cm					1938年(昭和13年)7月〜12月	¥18000	
978-4-8433-5230-4	會舘藝術 第14巻		長木誠司 監修	ヘルマン・ゴチェフスキ 監修	影印	ゆまに書房		2017.9	359p	27cm					1939年(昭和14年)1月〜6月	¥18000	
978-4-8433-5231-1	會舘藝術 第15巻		長木誠司 監修	ヘルマン・ゴチェフスキ 監修	影印	ゆまに書房		2017.9	331p	27cm					1939年(昭和14年)7月〜12月	¥18000	
978-4-8433-5232-8	會舘藝術 第16巻		長木誠司 監修	ヘルマン・ゴチェフスキ 監修	影印	ゆまに書房		2017.9	238p	27cm					1940年(昭和15年)1月〜3月	¥18000	
978-4-8433-5233-5	會舘藝術 第17巻		長木誠司 監修	ヘルマン・ゴチェフスキ 監修	影印	ゆまに書房		2017.9	223p	27cm					1940年(昭和15年)4月〜6月	¥18000	
978-4-8443-6712-3	美しい世界の傑作ミュージアム	何度でも行きたい素敵な博物館、美術館	MdN編集部 編			エムディエヌコーポレーション	インプレス	2017.10	159p	25cm						¥1800	
978-4-8446-0868-4	リハビリテーション概論		真柄彰 編著	鴨下博 編著		理工図書		2017.10	277p	26cm		メディカルスタッフ専門基礎科目シリーズ				¥4700	
978-4-8449-8062-9	司法書士試験合格ゾーン択一式過去問題集民法 2018年版中		東京リーガルマインドLEC総合研究所司法書士試験部 編著			東京リーガルマインド		2017.10	867p	21cm						¥3500	
978-4-8449-8072-8	スマホで暗記司法書士民法 1		海野禎子 著	東京リーガルマインドLEC総合研究所司法書士試験部 編		東京リーガルマインド		2017.10	319p	21cm						¥1600	
978-4-8456-3085-1	ミシェル・ルグランクロニクル	Chronique Michel Legrand:de ses débuts à aujourd'hui	濱田高志 著			立東舎	リットーミュージック	2017.9	255p	25cm						¥3000	
978-4-8456-3090-5	ギター・メンテまるわかりBOOK	ベストコンディションを保つ基礎&応用テクニック	ESPギタークラフト・アカデミー 監修			リットーミュージック		2017.9	143p	26cm		リットーミュージック・ムック	ギター・マガジン			¥2000	
978-4-8456-3091-2	3年後、確実にジャズ・ギターが弾ける練習法		宇田大志 著			リットーミュージック		2017.9	111p	28cm	録音ディスク(1枚 12cm)	リットーミュージック・ムック	ギター・マガジン			¥2000	
978-4-8456-3120-9	フィンガースタイルで弾くソロ・ギター名曲集	珠玉のメロディ20	岡崎倫典 著・演奏			リットーミュージック		2017.9	87p	31cm	録音ディスク(1枚 12cm)	ACOUSTIC GUITAR MAGAZINE				¥2000	
978-4-8458-4987-1	犬神改 5		外薗昌也			リイド社		2017.10								¥880	
978-4-8458-4991-8	剣術抄〜五輪書・独行道〜 2		とみ新蔵 著			リイド社		2017.10				SPコミックス				¥750	
978-4-8458-5061-7	童貞の哲学		くぼたふみお			リイド社		2017.10				リイドカフェ・コミックス				¥1000	
978-4-8458-5169-0	サイコ工場 Α線		谷口トモオ 著		完全版	リイド社		2017.10	273p	21cm		SPコミックス	リイドカフェコミックス			¥1389	
978-4-8459-1700-6	映画監督、北野武。		フィルムアート社 編	伊藤洋司 ほか著		フィルムアート社		2017.10	405p	21cm						¥2400	
978-4-8460-1657-9	エフェメラル・エレメンツ/ニッポン・ウォーズ		川村毅 著			論創社		2017.9	309p	20cm						¥2200	
978-4-8461-1717-7	薬害エイズ事件の真相		長山淳哉 著			緑風出版		2017.10	265p	19cm						¥2200	
978-4-8463-1195-7	関ジャニ8アツいぜ!夏の男気ジャムセッション		ジャニーズ研究会 編			鹿砦社		2017.10	95p	26cm		KANJANI PHOTOGRAPH REPORT				¥930	
978-4-8465-3157-7	フィギュア王 No.236					ワールドフォトプレス		2017.10	176p	29cm		ワールド・ムック 1157			特集・ライダーグッズコレクション仮面ライダーエグゼイド	¥1111	
978-4-8470-4941-5	Day's	ソンジェ写真集	舞山秀一 撮影			ワニブックス		2017.10	1冊(ページ付なし)	26cm	DVDビデオディスク(1枚 12cm)					¥3500	
978-4-8470-4942-2	holiday	磯山さやか写真集	矢西誠二 撮影			ワニブックス		2017.10	1冊(ページ付なし)	27cm						¥3000	
978-4-8470-4955-2	MH0507	林田真尋写真集	中山雅文 撮影			ワニブックス		2017.10	1冊(ページ付なし)	30cm						¥2500	
978-4-8470-6805-8	シャボンと猫売り 1		高津マコト 著			ワニブックス		2017.10	144p	18cm		ガムコミックスプラス				¥620	
978-4-8470-9619-8	あなたの仕事はなぜつまらないのか	ヒットメーカーが教えるワクワク脳の作りかた	中脇雅裕 著			ワニブックス		2017.10	215p	19cm						¥1300	
978-4-8470-9620-4	吉本興業百五年史					吉本興業	ワニブックス	2017.10	809p	29cm						¥10500	
978-4-86000-369-2	地球のかたすみで	二人のスケッチノート	原田慶 著	後恵子 著		竹林館		2017.9	143p	21cm						¥1800	
978-4-86008-511-7	秋冬かんたんソーイング '17	ミセス版				セブン&アイ出版		2017.11	104p	30cm		saita mook				¥980	
978-4-86008-740-1	うちごはんのゆる基本	美味しいには理由がある!	るぅ 著			セブン&アイ出版		2017.9	127p	21cm						¥1300	
978-4-86008-741-8	ゲッターズ飯田の五星三心占い 2018年版1		ゲッターズ飯田 著			セブン&アイ出版		2017.9	190p	18cm					金/銀の羅針盤	¥880	
978-4-86008-742-5	ゲッターズ飯田の五星三心占い 2018年版2		ゲッターズ飯田 著			セブン&アイ出版		2017.9	190p	18cm					金/銀のインディアン	¥880	
978-4-86008-743-2	ゲッターズ飯田の五星三心占い 2018年版3		ゲッターズ飯田 著			セブン&アイ出版		2017.9	190p	18cm					金/銀の鳳凰	¥880	
978-4-86008-744-9	ゲッターズ飯田の五星三心占い 2018年版4		ゲッターズ飯田 著			セブン&アイ出版		2017.9	190p	18cm					金/銀の時計	¥880	
978-4-86008-745-6	ゲッターズ飯田の五星三心占い 2018年版5		ゲッターズ飯田 著			セブン&アイ出版		2017.9	190p	18cm					金/銀のカメレオン	¥880	
978-4-86008-746-3	ゲッターズ飯田の五星三心占い 2018年版6		ゲッターズ飯田 著			セブン&アイ出版		2017.9	190p	18cm					金/銀のイルカ	¥880	
978-4-86043-499-1	遺伝単	遺伝学用語集対訳付き	日本遺伝学会 監修・編			エヌ・ティー・エス		2017.9	371p	22cm		『生物の科学遺伝』別冊 No.22				¥2800	
978-4-86043-513-4	ひと見守りテクノロジー	遠隔地の高齢者を中心とした、異変察知の機器開発から各種事例、次世代展望まで				エヌ・ティー・エス		2017.9	202, 8p	27cm						¥30000	
978-4-86064-500-7	似ている動物「見分け方」事典		木村悦子 執筆	北澤功 監修		ベレ出版		2017.9	144p	21cm						¥1600	
978-4-86064-523-6	BIGVOCA CORE	単語を覚えるもっとも完璧な方法	シンヨンジュン 著	星文子 訳		ベレ出版		2017.9	341p	19cm						¥1500	
978-4-86064-524-3	BIGVOCA ADVANCED	単語を覚えるもっとも完璧な方法	シンヨンジュン 著	星文子 訳		ベレ出版		2017.9	340p	19cm						¥1500	
978-4-86065-113-8	他性と場所 1		中敬夫 著			萌書房		2017.10	471p	22cm		自然の現象学 第5編				¥6800	
978-4-86067-641-4	シーバスハンティング 2017-18秋冬号	シーバスフィッシングの“いま”が、ここにある!				地球丸		2017.10	97p	29cm	DVDビデオディスク(1枚 12cm)	CHIKYU-MARU MOOK	SALT WATER		総力特集ビギナーも中・上級者も、正しく理解すべき「基本」のすべてシーバス「超」入門	¥1700	
978-4-86067-642-1	スープの時間					地球丸		2017.9	127p	21cm		天然生活ブックス				¥1400	
978-4-86069-509-5	英国のEU離脱と世界経済のゆくえ		就実大学経営学部 編			吉備人出版		2017.8	50p	21cm		就実大学グローカルブック				¥800	
