ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-620-32468-5	唐木田さんち物語		いとうみく 作	平澤朋子 画		毎日新聞出版		2017.9	167p	22cm						¥1400	
978-4-621-30158-6	47都道府県・妖怪伝承百科		小松和彦 監修	常光徹 監修		丸善出版		2017.9	365p	20cm						¥3800	
978-4-621-30194-4	ミュオグラフィ	ピラミッドの謎を解く21世紀の鍵	田中宏幸 著	大城道則 著		丸善出版		2017.9	352p	19cm						¥3000	
978-4-621-30195-1	構造物性物理とX線回折		若林裕助 著			丸善出版		2017.9	280p	21cm						¥3800	
978-4-621-30197-5	科学を伝え、社会とつなぐサイエンスコミュニケーションのはじめかた		国立科学博物館 編			丸善出版		2017.9	178p	21cm						¥1800	
978-4-621-30203-3	対称性	不変性の表現	Ian Stewart 著	川辺治之 訳		丸善出版		2017.9	174p	18cm		サイエンス・パレット 035				¥1000	
978-4-621-30204-0	風景にさわる	ランドスケープデザインの思考法	長谷川浩己 著			丸善出版		2017.9	124p	21cm						¥2600	
978-4-622-08574-4	中井久夫集 4		中井久夫 著			みすず書房		2017.9	331p	20cm					統合失調症の陥穽	¥3400	
978-4-622-08641-3	レーナの日記	レニングラード包囲戦を生きた少女	エレーナ・ムーヒナ 著	佐々木寛 訳		みすず書房		2017.9	339p	20cm						¥3400	
978-4-623-07995-7	<日中戦争>とは何だったのか	複眼的視点	黄自進 編著	劉建輝 編著		ミネルヴァ書房		2017.9	388, 11p	22cm						¥6500	
978-4-623-08054-0	グリーンソーシャルワークとは何か	環境正義と共生社会実現	レナ・ドミネリ 著	上野谷加代子 監訳		ミネルヴァ書房		2017.10	319p	22cm						¥5000	
978-4-623-08078-6	現代アジアの企業経営	多様化するビジネスモデルの実態	中川涼司 編著	高久保豊 編著		ミネルヴァ書房		2017.9	279p	21cm		MINERVA TEXT LIBRARY 66				¥3200	
978-4-623-08083-0	現代教育福祉論	子ども・若者の自立支援と地域づくり	辻浩 著			ミネルヴァ書房		2017.10	204, 5p	20cm						¥2400	
978-4-623-08119-6	現代日本の家族社会学を問う	多様化のなかの対話	藤崎宏子 編著	池岡義孝 編著		ミネルヴァ書房		2017.9	290p	22cm						¥3800	
978-4-623-08148-6	高齢社会の政治経済学	日本の高齢者福祉政策を中心に	尹文九 著			ミネルヴァ書房		2017.10	391p	21cm		新・MINERVA福祉ライブラリー 26				¥3500	
978-4-624-60120-1	東北おんば訳石川啄木のうた		石川啄木 著	新井高子 編著		未來社		2017.9	177p	19cm						¥1800	
978-4-627-67571-1	流体力学		水島二郎 共著	柳瀬眞一郎 共著		森北出版		2017.9	231p	22cm						¥3200	
978-4-627-74302-1	電気自動車	これからの「クルマ」を支えるしくみと技術	森本雅之 著		第2版	森北出版		2017.9	180p	22cm						¥2600	
978-4-627-76141-4	設計のための基礎電子回路		辻正敏 著			森北出版		2017.9	249p	22cm						¥2800	
978-4-636-94929-2	ギター音楽理論 ベーシックセオリー編	知りたいことがココにある!	矢萩秀明 著			ヤマハミュージックエンタテインメントホールディングス		2017.10	223p	21cm						¥2000	
978-4-639-02500-9	押型紋土器の広域編年研究	縄紋時代早期	岡本東三 著			雄山閣		2017.9	342p	27cm						¥14000	
978-4-639-02520-7	日本刀の材料科学		北田正弘 著			雄山閣		2017.10	455p	27cm						¥20000	
978-4-641-04679-5	ケースで学ぶ国際企業法務のエッセンス		森下哲朗 著	平野温郎 著		有斐閣		2017.9	476p	22cm						¥3700	
978-4-641-13731-8	契約法		中田裕康 著			有斐閣		2017.9	620p	22cm						¥4800	
978-4-641-13922-0	注釈少年法		田宮裕 編	廣瀬健二 編	第4版	有斐閣		2017.9	50, 701p	22cm						¥5600	
978-4-641-17432-0	ベストをつくす教育実習	強みを活かし実力を伸ばす	筒井美紀 編	遠藤野ゆり 編		有斐閣		2017.9	177p	22cm						¥2000	
978-4-641-22104-8	民法 7		高橋朋子 著	床谷文雄 著	第5版	有斐閣		2017.9	461p	19cm		有斐閣アルマ	Specialized		親族・相続	¥2400	
978-4-641-22729-3	第三者効の研究	第三者規律の基層	巽智彦 著			有斐閣		2017.9	396p	22cm						¥8000	
978-4-641-22732-3	自治体コンプライアンスの基礎		岡田博史 著	北村喜宣 編		有斐閣		2017.9	296, 7p	19cm		地方自治・実務入門シリーズ				¥2600	
978-4-642-06823-9	わくわく!探検れきはく日本の歴史 3		国立歴史民俗博物館 編			吉川弘文館		2017.10	79p	26cm					近世	¥1000	
978-4-642-08325-6	世界史のなかの天正遣欧使節		伊川健二 著			吉川弘文館		2017.10	219p	20cm						¥2800	
978-4-7503-4538-3	不平等	誰もが知っておくべきこと	ジェームス・K.ガルブレイス 著	塚原康博 訳		明石書店		2017.9	263p	20cm						¥2800	
978-4-7503-4562-8	評伝尹致昊	「親日」キリスト者による朝鮮近代60年の日記	木下隆男 著			明石書店		2017.9	492p	22cm						¥6600	
978-4-7503-4563-5	GHQ「児童福祉総合政策構想」と児童福祉法	児童福祉政策における行政間連携の歴史的課題	駒崎道 著			明石書店		2017.9	308p	22cm						¥5500	
978-4-7503-4565-9	シングル女性の貧困	非正規職女性の仕事・暮らしと社会的支援	小杉礼子 編著	鈴木晶子 編著		明石書店		2017.9	256p	20cm						¥2500	
978-4-7503-4566-6	子ども虐待 家族再統合に向けた心理的支援	児童相談所の現場実践からのモデル構築	千賀則史 著			明石書店		2017.9	225p	22cm						¥3700	
978-4-7505-1525-0	食と健康の一億年史		スティーブン・レ 著	大沢章子 訳		亜紀書房		2017.10	326p	20cm						¥2400	
978-4-7515-2828-0	文様えほん		谷山彩子 作			あすなろ書房		2017.9	47p	21×22cm						¥1400	
978-4-7520-0807-1	トーストン		新井洋行 著			アリス館		2017.10	32p	27cm						¥1300	
978-4-7532-2852-2	日常診療と神経免疫 1		楠進 代表編			医薬ジャーナル社		2017.9	123p	26cm					神経内科医が知っておくべき重症筋無力症(MG)の知識	¥3800	
978-4-7532-7131-3	アレルギー・免疫 Vol.24No.10(2017-10)					医薬ジャーナル社		2017.9	156p	28cm					特集アレルギー最近の話題	¥2500	
978-4-7547-2419-1	基礎から身につく法人税 平成29年度版		有賀文宣 著			大蔵財務協会		2017.9	318p	21cm						¥1852	
978-4-7547-2463-4	Q&Aと事例で理解する所得拡大促進税制の実務 平成29年度版		橋本満男 著			大蔵財務協会		2017.9	214p	21cm						¥1852	
978-4-7547-2464-1	実務改正法人税	問答式 平成29年改正重要項目実務事例解説65選	中津山凖一 共著	横山良和 共著		大蔵財務協会		2017.9	258p	21cm						¥2037	
978-4-7553-0403-3	トマス・ハーディの文学と二人の妻	「帝国」「階級」「ジェンダー」「宗教」を問う	土屋倭子 著			音羽書房鶴見書店		2017.10	403p	19cm						¥3500	
978-4-7560-9258-8	樟蔭高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 126				¥2600	
978-4-7560-9259-5	大阪商業大学高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 127				¥2300	
978-4-7560-9268-7	阪南大学高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 137				¥2600	
978-4-7560-9288-5	大阪偕星学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 160				¥2500	
978-4-7560-9306-6	東洋大学附属姫路高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 179				¥2400	
978-4-7560-9307-3	神戸村野工業高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 180				¥2400	
978-4-7560-9317-2	城南学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 192				¥2300	
978-4-7560-9331-8	神戸国際大学附属高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 207				¥2300	
978-4-7560-9346-2	神戸常盤女子高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 222				¥2300	
978-4-7560-9353-0	近江高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 231				¥2500	
978-4-7560-9385-1	光泉高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 263				¥2600	
978-4-7560-9392-9	上宮太子高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 270				¥2600	
978-4-7560-9393-6	綾羽高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 271				¥2600	
978-4-7560-9556-5	滋賀県立草津東高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm	録音ディスク(1枚 12cm)	公立高校入試対策シリーズ 2003				¥2100	
978-4-7560-9557-2	滋賀県立膳所高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm	録音ディスク(1枚 12cm)	公立高校入試対策シリーズ 2004				¥2100	
978-4-7560-9558-9	滋賀県立東大津高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm	録音ディスク(1枚 12cm)	公立高校入試対策シリーズ 2005				¥2100	
978-4-7560-9559-6	滋賀県立彦根東高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm	録音ディスク(1枚 12cm)	公立高校入試対策シリーズ 2006				¥2100	
978-4-7560-9561-9	滋賀県立虎姫高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm	録音ディスク(1枚 12cm)	公立高校入試対策シリーズ 2008				¥2100	
978-4-7560-9566-4	滋賀県立大津高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm	録音ディスク(1枚 12cm)	公立高校入試対策シリーズ 2020				¥2000	
978-4-7575-5368-2	ダンジョンに出会いを求めるのは間違っているだろうか 9		九二枝 漫画	大森藤ノ 原作		スクウェア・エニックス		2017.9				ヤングガンガンコミックス				¥562	
978-4-7575-5459-7	学園塔に魔女はオドる 2		シバユウスケ 著			スクウェア・エニックス		2017.9				ビッグガンガンコミックス				¥562	
978-4-7575-5483-2	異世界召喚グルメマジカルテーブルクロス 1		月島さと 作画	下村トモヒロ 原作		スクウェア・エニックス		2017.9				ガンガンコミックスJOKER				¥571	
978-4-7575-5484-9	ナイツ&マジック 4		加藤拓弐 漫画	天酒之瓢 原作		スクウェア・エニックス		2017.9				ヤングガンガンコミックス				¥562	
978-4-7575-5485-6	異世界食堂 2		九月タカアキ 漫画	犬塚惇平 原作		スクウェア・エニックス		2017.9				ヤングガンガンコミックス				¥562	
978-4-7575-5486-3	千本桜 1	大正百年帝都桜京	石見翔子 漫画	黒うさP 原曲		スクウェア・エニックス		2017.9				ヤングガンガンコミックス				¥562	
978-4-7575-5487-0	SHIORI EXPERIENCEジミなわたしとヘンなおじさん 9		長田悠幸	町田一八		スクウェア・エニックス		2017.9				ビッグガンガンコミックス				¥571	
978-4-7575-5488-7	小5な彼女とオトナの愛 2		睦茸 作画	裕時悠示 原作		スクウェア・エニックス		2017.9				ビッグガンガンコミックス				¥562	
978-4-7575-5489-4	薬屋のひとりごと 1		ねこクラゲ 作画	日向夏 原作		スクウェア・エニックス		2017.9				ビッグガンガンコミックス				¥562	
978-4-7575-5490-0	妖飼兄さん 4		真柴真 著			スクウェア・エニックス		2017.9				G FANTASY COMICS				¥562	
978-4-7575-5491-7	魔法科高校の劣等生 ダブルセブン編1		きたうみつな 作画	佐島勤 原作		スクウェア・エニックス		2017.9				G FANTASY COMICS				¥562	
978-4-7575-5492-4	おそ松さん公式コミックアンソロジー〜スクエニセンバツ〜 2		赤塚不二夫 原作	おそ松さん製作委員会 監修		スクウェア・エニックス		2017.9				G FANTASY COMICS				¥648	
978-4-7575-5493-1	デュラララ!!RE;ダラーズ編 4		あおぎり 作画	成田良悟 原作		スクウェア・エニックス		2017.9				G FANTASY COMICS				¥562	
978-4-7576-0845-0	小谷博泰著作集 第1巻		小谷博泰 著			和泉書院		2017.9	392p	22cm					木簡と宣命の国語学的研究	¥12000	
978-4-7576-0849-8	義太夫年表 昭和篇第4巻		日本芸術文化振興会国立文楽劇場部事業推進課義太夫年表昭和篇刊行委員会 編			和泉書院		2017.9	579p	27cm					昭和三十年〜昭和三十五年	¥19000	
978-4-7580-0964-5	おそ松さん公式コミックアンソロジー明日も寝かさない		赤塚不二夫 原作	おそ松さん製作委員会 監修		一迅社	講談社	2017.10				DNAメディアコミックス				¥790	
978-4-7580-0965-2	Fate/EXTELLAコミックアンソロジー 2					一迅社	講談社	2017.10				DNAメディアコミックス				¥843	
978-4-7580-1575-2	うらみちお兄さん 1		久世岳 著			一迅社	講談社	2017.10	123p	21cm						¥815	
978-4-7580-3312-1	Landreaall 30		おがきちか 著			一迅社	講談社	2017.10	160p	19cm		ZERO-SUM COMICS				¥580	
978-4-7580-3314-5	腐男子高校生活 4		みちのくアタミ			一迅社	講談社	2017.10				ZERO-SUM COMICS				¥620	
978-4-7580-3315-2	ファイアーエムブレムifニーベルングの宝冠 上		遊行寺たま 著	任天堂株式会社 原案協力		一迅社	講談社	2017.10				ZERO-SUM COMICS				¥920	
978-4-7580-4990-0	ひとりじめマイヒーロー	大人も子供も上手にできない	きのこまっしゅ。 著	ありいめめこ 原作・監修・イラスト		一迅社	講談社	2017.10	239p	19cm		gateau novels				¥960	
978-4-7580-4991-7	悪魔の愛妃は、○○の薔薇		真宮奏 著			一迅社	講談社	2017.10	355p	15cm		メリッサ文庫 ま-01-01				¥648	
978-4-7580-4992-4	ケモノとヒトの嫁取り事情	マトリモニオ・デッラ・ベスティア	長野雪 著			一迅社	講談社	2017.10	319p	19cm		MELISSA				¥1200	
978-4-7580-4993-1	ランペリウスの吸血姫 5		浅井咲希 著			一迅社	講談社	2017.10	287p	19cm		MELISSA			Brotherhood 2	¥1200	
978-4-7580-4995-5	あなたに捧げる赤い薔薇 2		jupiter 著	アオイ冬子 イラスト		一迅社	講談社	2017.10	319p	19cm		IRIS NEO			青い薔薇を乞う	¥1200	
978-4-7580-4996-2	魔法使いの婚約者 5		中村朱里 著	サカノ景子 イラスト		一迅社	講談社	2017.10	287p	19cm		IRIS NEO			異国より来たる鏡写しの君	¥1200	
978-4-7580-6684-6	みだLOVE 3		林哲也 著			一迅社	講談社	2017.10				REX COMICS				¥593	
978-4-7580-6686-0	オレ、魔王だけどバレてないよね? 1		八汐ごよう 著			一迅社	講談社	2017.10				REX COMICS				¥574	
978-4-7580-6687-7	「バブみ」たっぷり!アンソロジーコミック					一迅社	講談社	2017.10				REX COMICS				¥750	
978-4-7580-6688-4	お稲荷JKたまもちゃん! 1		ユウキレイ 著			一迅社	講談社	2017.10				REX COMICS				¥620	
978-4-7580-7731-6	僕らの恋と青春のすべて		まいね 漫画	cocoaball 原案		一迅社	講談社	2017.10				gateau comics				¥680	
978-4-7581-2234-4	シングルセル解析プロトコール	わかる!使える!1細胞特有の実験のコツから最新の応用まで	菅野純夫 編集			羊土社		2017.10	342p	26cm		最強のステップUPシリーズ				¥8000	
978-4-7583-0449-8	医学・医療系学生のための総合医学英語テキスト Step2		日本医学英語教育学会 編			メジカルビュー社		2017.10	181p	26cm						¥3000	
978-4-7583-1438-1	心筋症	知識を習得し,実践で活かす最強のメソッド	筒井裕之 編集			メジカルビュー社		2017.10	185p	26cm		循環器診療ザ・ベーシック				¥6000	
978-4-7583-1439-8	弁膜症	知識を習得し,実践で活かす最強のメソッド	筒井裕之 編集主幹	山本一博 編集		メジカルビュー社		2017.10	221p	26cm		循環器診療ザ・ベーシック				¥6500	
978-4-7583-1444-2	心不全管理をアートする	脚本はどう作るのか 私はこう診る、こう治す。	猪又孝元 著			メジカルビュー社		2017.10	111p	21cm						¥3500	
978-4-7583-1578-4	頭頚部・体幹のスポーツ外傷		永廣信治 編集	西良浩一 編集		メジカルビュー社		2017.10	211p	26cm						¥7500	
978-4-7583-1632-3	読めばわかる!わかれば変わる!ドライアイ診療		島崎潤 著			メジカルビュー社		2017.10	181p	26cm						¥9000	
978-4-7583-1712-2	身体運動学	関節の制御機構と筋機能	市橋則明 編集			メジカルビュー社		2017.10	453p	26cm						¥6800	
978-4-7583-1776-4	イチから使う医薬統計教室	SPSS	五所正彦 著			メジカルビュー社		2017.10	263p	21cm						¥3200	
978-4-7583-1803-7	慢性期医療のすべて		武久洋三 監修	武久敬洋 編集		メジカルビュー社		2017.10	397p	26cm						¥7000	
978-4-7583-1905-8	臨床歩行分析ワークブック		武田功 監修	廣瀬浩昭 執筆	改訂第2版	メジカルビュー社		2017.10	16, 225p	26cm						¥4000	
978-4-7584-1312-1	芸能人ショートショート・コレクション		田丸雅智 著			角川春樹事務所		2017.10	153p	20cm						¥1200	
978-4-7589-2246-3	語用論の基礎を理解する		Gunter Senft 著	石崎雅人 訳		開拓社		2017.9	305p	21cm						¥3400	
978-4-7601-4817-2	工業調査彙報 第9巻		商工省工務局 編纂		復刻版	柏書房		2017.10	669p	22cm					大正15年5月(第4巻第1号)〜大正15年9月(第4巻第3号)	¥28571	7巻セット¥200000
978-4-7601-4818-9	工業調査彙報 第10巻		商工省工務局 編纂		復刻版	柏書房		2017.10	583p	22cm					大正15年11月(第4巻第4号)〜昭和2年3月(第4巻第6号)	¥28571	7巻セット¥200000
978-4-7601-4819-6	工業調査彙報 第11巻		商工省工務局 編纂		復刻版	柏書房		2017.10	557p	22cm					昭和2年5月(第5巻第1号)〜昭和2年12月(第5巻第3号)	¥28571	7巻セット¥200000
978-4-7601-4820-2	工業調査彙報 第12巻		商工省工務局 編纂		復刻版	柏書房		2017.10	385p	22cm					昭和3年1月(第5巻第4号)・昭和3年2月(第5巻第5号)	¥28571	7巻セット¥200000
978-4-7601-4821-9	工業調査彙報 第13巻		商工省工務局 編纂		復刻版	柏書房		2017.10	409p	22cm					昭和3年7月(第6巻第1号)・昭和3年11月(第6巻第2号)	¥28571	7巻セット¥200000
978-4-7601-4822-6	工業調査彙報 第14巻		商工省工務局 編纂		復刻版	柏書房		2017.10	463p	22cm					昭和3年12月(第6巻第3号)・昭和4年3月(第6巻第4号)	¥28571	7巻セット¥200000
978-4-7601-4823-3	工業調査彙報 第15巻		商工省工務局 編纂		復刻版	柏書房		2017.10	737p	22cm					昭和4年5月(第7巻第1号)〜昭和5年2月(第7巻第5号)	¥28574	7巻セット¥200000
978-4-7609-1790-7	トンカ・ジョン	女声合唱のための	寺嶋陸也 作曲	北原白秋 作詩		カワイ出版		2017.10	62p	30cm						¥1900	
978-4-7609-1791-4	折鶴に	長澤延子の詩による五つの歌	寺嶋陸也 作曲	長澤延子 作詩		カワイ出版		2017.10	35p	30cm						¥1400	
978-4-7609-1946-8	瞬間の輝き	男声合唱とピアノのための組曲	松本望 作曲	高見順 作詩		カワイ出版		2017.10	41p	30cm						¥1600	
978-4-7609-1963-5	天使、まだ手探りしている	混声合唱アルバム	相澤直人 作曲	谷川俊太郎 作詩		カワイ出版		2017.10	31p	30cm						¥1400	
978-4-7609-2747-0	合唱でスポ根!	男声合唱のための	田中達也 編曲			カワイ出版		2017.10	29p	30cm						¥1400	
978-4-7609-2898-9	合唱エクササイズ 指導編2		清水雅彦 著			カワイ出版		2017.10	30p	26cm					SHIMIZU METHOD	¥1000	
978-4-7609-4173-5	The Water is Wide	R.QuilterとA.Nakanishiの編曲によるイギリス愛唱歌集	辻裕久 監修	なかにしあかね 監修		カワイ出版		2017.10	84p	30cm		イギリス歌曲シリーズ 1				¥2100	
978-4-7610-0920-5	施設で生きる	省察的実践者が育つコミュニティを創る	光道園 編			川島書店		2017.9	239p	21cm						¥2800	
978-4-7615-3235-2	団地図解	地形・造成・ランドスケープ・住棟・間取りから読み解く設計思考	篠沢健太 著	吉永健一 著		学芸出版社		2017.10	138p	26cm						¥3600	
978-4-7619-2304-4	授業づくりネットワーク No.27		藤川大祐 編著			学事出版		2017.10	109p	21cm					越境する授業 オルタナティブ教育に学ぶ	¥1400	
978-4-7620-2718-5	教育の課程と方法	持続可能で包括的な未来のために	鈴木敏正 編著	降旗信一 編著		学文社		2017.10	228p	21cm		「ESDでひらく未来」シリーズ				¥2300	
978-4-7620-2735-2	教師教育研究ハンドブック	HANDBOOK OF RESEARCH ON TEACHER EDUCATION	日本教師教育学会 編			学文社		2017.9	418p	27cm						¥6000	
978-4-7628-2997-0	ベイズ統計で実践モデリング	認知モデルのトレーニング	M.D.リー 著	E.‐J.ワーゲンメイカーズ 著		北大路書房		2017.9	247p	26cm						¥3600	
978-4-7628-2998-7	学習科学ハンドブック 第3巻		R.K.ソーヤー 編	秋田喜代美 監訳		北大路書房		2017.9	195p	26cm					領域専門知識を学ぶ/学習科学研究を教室に持ち込む	¥3500	
978-4-7629-4221-1	続編孝義録料 第1冊		菅野則子 編			汲古書院		2017.9	492p	22cm					總記 畿内	¥10000	
978-4-7629-6597-5	簡牘が描く中国古代の政治と社会		藤田勝久 編	關尾史郎 編		汲古書院		2017.9	290p	22cm						¥7500	
978-4-7642-9973-3	信頼のしるし	信経とは何か	ローワン・ウィリアムズ 著	伊達民和 監訳		教文館		2017.9	199p	19cm						¥1800	
978-4-7649-0547-4	京都のアルゴリズム		岩間一雄 著			近代科学社		2017.9	210p	21cm						¥2200	
978-4-7650-2211-8	Financial Adviser 2017.10					近代セールス社		2017.10	97p	26cm					働くママへのFPアドバイス	¥1000	
978-4-7653-1725-2	“トコトンわかる”てんかん発作の聞き出し方と薬の使い方		川崎淳 著			金芳堂		2017.10	189p	26cm						¥4200	
978-4-7678-2312-6	あたらしい盆栽の教科書	ちいさな景色盆栽をつくる・愛でる・育てる	小林健二 著			エクスナレッジ		2017.9	134p	26cm						¥1600	
978-4-7678-2337-9	ウサギの看取りガイド	ウサギのきもちと病気、その対処法がマルわかり	田向健一 監修			エクスナレッジ		2017.10	159p	21cm						¥1400	
978-4-7678-2340-9	世界の美しい窓		五十嵐太郎 編著	東北大学都市・建築理論研究室 編著		エクスナレッジ		2017.10	155p	19×19cm						¥1800	
978-4-7678-2359-1	プロではないあなたのためのIllustrator	for Windows & Macintosh CC2017/CC2015/CC2014/CS6/CS5/CS4/CS3/CS2/CS対応	I&D 著			エクスナレッジ		2017.9	279p	26cm						¥2300	
978-4-7678-2369-0	猫の撮リセツ	表情・光・インテリアの工夫で飾りたくなるようなカワイイ写真に	清水奈緒 著			エクスナレッジ		2017.10	112p	21×21cm						¥1500	
978-4-7678-2380-5	小さな家の暮らし		柳本あかね 著			エクスナレッジ		2017.9	139p	21cm						¥1400	
978-4-7678-2382-9	窓と建築をめぐる50のはなし	窓学	伊香賀俊治 監修	五十嵐太郎 監修		エクスナレッジ		2017.9	143p	26cm						¥1600	
978-4-7678-2391-1	あるノルウェーの大工の日記		オーレ・トシュテンセン 著	牧尾晴喜 監訳		エクスナレッジ		2017.9	295p	19cm						¥1700	
978-4-7683-0886-8	スカイエマ作品集		スカイエマ 画			玄光社		2017.10	155p	21cm						¥2300	
978-4-7683-0890-5	闇王の写真絵本	DarkKing Photo Book	HASEO 撮影&テキスト			玄光社		2017.9	111p	22×29cm						¥3500	
978-4-7683-0891-2	密会		小林修士 著			玄光社		2017.9	1冊(ページ付なし)	19×25cm						¥3000	
978-4-7683-0893-6	風景写真の便利帳	自然風景撮影に役立つヒントが満載!	萩原史郎 著	萩原俊哉 著		玄光社		2017.11	175p	26cm		玄光社MOOK				¥1700	
978-4-7684-7967-4	三木清遺稿「親鸞」	死と伝統について	三木清 著	子安宣邦 編著		白澤社	現代書館	2017.9	149p	19cm						¥1600	
978-4-7687-0478-3	創作数学演義		一松信 著			現代数学社		2017.9	249p	21cm						¥2600	
978-4-7710-2908-8	三木清とフィヒテ		玉田龍太朗 著			晃洋書房		2017.9	147p	20cm						¥1600	
978-4-7710-2927-9	共依存の倫理	必要とされることを渇望する人びと	小西真理子 著			晃洋書房		2017.9	287, 17p	21cm						¥3000	
978-4-7724-1561-3	特別支援教育の到達点と可能性	2001〜2016年:学術研究からの論考	柘植雅義 編	インクルーシブ教育の未来研究会 編		金剛出版		2017.9	299p	26cm						¥6000	
978-4-7724-1570-5	片付けられない自分が気になるあなたへ	ためこみ症のセルフヘルプ・ワークブック	デビッド F.トーリン 著	ランディ O.フロスト 著		金剛出版		2017.9	201p	26cm						¥2700	
978-4-7724-1576-7	薬物離脱ワークブック		松本俊彦 監修	伊藤絵美 監修		金剛出版		2017.9	347p	26cm						¥2800	
978-4-7726-7706-6	知ってびっくり子どもの脳に有害な化学物質のお話		水野玲子 著			食べもの通信社	合同出版	2017.9	125p	21cm						¥1300	
978-4-7726-9557-2	たいへんな生きもの	問題を解決するとてつもない進化	マット・サイモン 著	松井信彦 訳		インターシフト	合同出版	2017.10	325p	19cm						¥1800	
978-4-7730-5897-0	すごい体幹ダイエット	1日5分で脂肪燃焼体質に!	本橋恵美 監修			笠倉出版社		2017.11	63p	30cm		SAKURA MOOK 91	楽LIFEヘルスシリーズ			¥490	
978-4-7730-8906-6	誰も書けなかった首都圏沿線格差inディープ	首都圏49路線の最新“暮らしやすさ”指標が満載!!	首都圏沿線格差研究会 編			笠倉出版社		2017.10	255p	18cm						¥800	
978-4-7738-1718-8	みずがあった	There was water	長田真作 作			現代企画室		2017.8	1冊(ページ付なし)	27cm						¥1400	
978-4-7738-8173-8	月刊アドセレクト VOLUME106(2017OCTOBER)	AD SELECT MONTHLY AD&WEB	リブラ出版 編集			リブラ出版	現代企画室	2017.9	168p	30cm					特集:ハウジング▷Webデザイン	¥4800	
978-4-7741-9182-9	AutoCAD/AutoCAD LT困った解決&便利技	2015/2016/2017/2018対応	稲葉幸行 著			技術評論社		2017.10	367p	26cm						¥3400	
978-4-7741-9183-6	パワーポイントスライドデザインのセオリー	セオリーを押さえればわかりやすく魅力的なスライドは誰でも簡単に作れる!	藤田尚俊 著			技術評論社		2017.10	191p	23cm						¥1800	
978-4-7741-9237-6	Haskell入門	関数型プログラミング言語の基礎と実践 基本文法からアプリケーション作成までしっかりわかる関数型の技法	本間雅洋 著	類地孝介 著		技術評論社		2017.10	417p	23cm						¥3280	
978-4-7743-2719-8	くもんのはじめてのおけいこ	2・3・4歳			40周年限定版	くもん出版		2017.10	78p	21×30cm						¥660	
978-4-7747-8393-2	超トク盛り!絶品ナンプレ500 Vol.10					コスミック出版		2017.11	513p	19cm		COSMIC MOOK				¥630	
978-4-7747-8394-9	刺青爛漫	和彫コレクション	ジェイズ・恵文社 編			コスミック出版		2017.11	177p	21cm		COSMIC MOOK				¥1600	
978-4-7747-8395-6	BASS FISHINGフィールドガイドブック 東日本編	定番スポットから穴場までMAPと写真で紹介!				コスミック出版		2017.11	98p	26cm		COSMIC MOOK				¥1600	
978-4-7747-8397-0	B.LEAGUE完全ガイド 2017-18	B1・B2・B3全45チーム選手完全名鑑付き!				コスミック出版		2017.11	126p	30cm		COSMIC MOOK				¥1200	
978-4-7747-8402-1	北浦・利根川水系釣り場ガイド	北浦西岸、東岸と外浪逆浦周辺の河川90				コスミック出版		2017.11	129p	26cm		COSMIC MOOK	空撮 Series17			¥3000	
978-4-7747-8403-8	連覇!広島カープ黄金時代、到来!	プロ野球2017シーズン総括BOOK				コスミック出版		2017.11	80p	30cm		COSMIC MOOK				¥630	
978-4-7747-8416-8	優勝!福岡ソフトバンクホークス	2017プロ野球総括BOOK				コスミック出版		2017.11	79p	30cm		COSMIC MOOK				¥815	
978-4-7753-1550-7	<図解>第二次大戦ドイツ戦車	GERMAN TANKS OF WORLD WAR Ⅱ	上田信 作画			新紀元社		2017.10	191p	26cm						¥2800	
